filename x_left y_top x_right y_bottom class_ID confidence
frame0179.jpg 491 282 658 680 2 1
frame0323.jpg 489 285 656 686 2 1
frame0323.jpg 846 287 1005 678 2 1
frame0395.jpg 843 294 1008 680 2 1
frame0503.jpg 846 290 1001 682 2 1
frame0611.jpg 843 287 1004 678 2 1
frame0755.jpg 841 289 1005 684 2 1
frame0899.jpg 845 286 1005 687 2 1
frame0971.jpg 843 290 1005 689 2 1
frame1040.jpg 838 287 1011 684 2 1
frame1062.jpg 841 290 1008 685 2 1
frame1107.jpg 112 283 281 682 4 1
frame1148.jpg 118 286 286 680 4 1
frame0503.jpg 420 289 583 671 4 1
frame0611.jpg 417 290 582 674 4 1
frame0755.jpg 424 294 585 678 4 1
frame0755.jpg 117 288 290 679 4 1
frame0899.jpg 113 287 281 678 4 1
frame0899.jpg 421 290 581 669 4 1
frame0971.jpg 110 293 288 682 4 1
frame0611.jpg 1077 366 1267 694 0 1
frame0755.jpg 1069 360 1270 690 0 1
frame0899.jpg 618 360 825 705 0 1
frame0899.jpg 1068 360 1273 699 0 1
frame0971.jpg 613 357 828 708 0 1
frame0971.jpg 1060 350 1271 688 0 1
frame1040.jpg 618 358 825 702 0 1
frame1062.jpg 602 350 824 701 0 1
frame1107.jpg 623 365 831 702 0 1
frame1040.jpg 103 288 288 684 4 1
frame1062.jpg 98 280 284 693 4 1
frame0893.jpg 618 358 829 694 0 1
frame0893.jpg 1059 353 1268 689 0 1
frame0896.jpg 618 363 831 703 0 1
frame0896.jpg 1066 345 1275 695 0 1
frame0929.jpg 626 362 832 703 0 1
frame0929.jpg 1056 350 1272 701 0 1
frame1004.jpg 616 366 828 689 0 1
frame1004.jpg 1073 352 1273 694 0 1
frame1042.jpg 616 358 826 694 0 1
frame0713.jpg 1067 361 1269 694 0 1
frame0785.jpg 1061 355 1270 695 0 1
frame0821.jpg 1061 362 1267 690 0 1
frame0821.jpg 832 280 1025 691 2 1
frame0893.jpg 837 286 1006 692 2 1
frame0896.jpg 839 279 1011 692 2 1
frame0929.jpg 837 275 1007 690 2 1
frame1004.jpg 840 284 1013 693 2 1
frame1042.jpg 841 285 1009 695 2 1
frame0713.jpg 845 286 1006 681 2 1
frame0785.jpg 837 288 1010 689 2 1
frame0713.jpg 421 290 587 675 4 1
frame0785.jpg 417 281 585 675 4 1
frame0785.jpg 107 284 282 683 4 1
frame0821.jpg 106 283 282 682 4 1
frame0821.jpg 411 275 589 671 4 1
frame0893.jpg 414 281 591 682 4 1
frame0893.jpg 111 283 283 679 4 1
frame0896.jpg 417 290 587 686 4 1
frame0896.jpg 108 283 287 681 4 1
frame0929.jpg 415 284 591 674 4 1
frame0929.jpg 100 282 286 685 4 1
frame1004.jpg 111 287 293 684 4 1
frame1042.jpg 112 283 282 676 4 1
frame0701.jpg 1072 362 1261 688 0 1
frame0786.jpg 1072 362 1264 683 0 1
frame0894.jpg 1065 359 1269 695 0 1
frame0894.jpg 623 363 821 701 0 1
frame0897.jpg 621 362 821 694 0 1
frame0897.jpg 1076 353 1271 694 0 1
frame0903.jpg 613 356 831 695 0 1
frame0903.jpg 1069 358 1267 695 0 1
frame0916.jpg 621 354 822 700 0 1
frame0916.jpg 1062 361 1271 688 0 1
frame0926.jpg 624 357 828 697 0 1
frame0926.jpg 1069 362 1264 689 0 1
frame0935.jpg 629 355 822 694 0 1
frame0935.jpg 1061 354 1265 679 0 1
frame0947.jpg 627 350 826 697 0 1
frame0947.jpg 1068 358 1271 699 0 1
frame0972.jpg 624 356 825 697 0 1
frame0972.jpg 1067 356 1268 683 0 1
frame0986.jpg 613 358 818 695 0 1
frame0986.jpg 1071 362 1267 682 0 1
frame0997.jpg 617 338 821 695 0 1
frame0997.jpg 1066 366 1271 708 0 1
frame0701.jpg 837 282 1006 682 2 1
frame0786.jpg 835 285 1018 687 2 1
frame0894.jpg 836 276 1005 698 2 1
frame0897.jpg 839 280 1008 700 2 1
frame0903.jpg 841 282 1006 686 2 1
frame0916.jpg 846 276 1011 699 2 1
frame0926.jpg 841 278 999 693 2 1
frame0935.jpg 831 282 1002 692 2 1
frame0947.jpg 836 276 1008 689 2 1
frame0972.jpg 845 277 1011 692 2 1
frame0986.jpg 841 278 1008 691 2 1
frame0997.jpg 836 277 1012 698 2 1
frame0786.jpg 421 288 580 678 4 1
frame0786.jpg 102 278 279 677 4 1
frame0894.jpg 419 287 590 678 4 1
frame0894.jpg 105 270 285 679 4 1
frame0897.jpg 105 286 295 669 4 1
frame0897.jpg 409 289 586 679 4 1
frame0903.jpg 422 282 585 679 4 1
frame0903.jpg 107 275 287 669 4 1
frame0916.jpg 113 282 289 670 4 1
frame0916.jpg 410 282 589 674 4 1
frame0926.jpg 118 284 290 674 4 1
frame0926.jpg 420 282 593 673 4 1
frame0935.jpg 405 284 585 665 4 1
frame0935.jpg 94 278 288 679 4 1
frame0947.jpg 120 282 286 676 4 1
frame0947.jpg 419 276 590 669 4 1
frame0972.jpg 101 285 285 691 4 1
frame0986.jpg 96 281 286 680 4 1
frame0997.jpg 104 273 286 689 4 1
frame0701.jpg 421 282 597 666 4 1
